ID,SEX,EDUCATION,MARRIAGE,AGE
17451,2,2,1,38
17452,2,2,2,44
17453,2,2,1,46
17454,2,1,1,36
17455,2,2,1,45
17456,2,3,1,37
17457,2,3,1,36
17458,2,2,1,35
17459,2,3,1,30
17460,2,1,1,32
17461,2,2,1,43
17462,2,3,2,44
17463,2,2,1,46
17464,2,2,1,40
17465,2,1,1,37
17466,2,2,1,43
17467,2,1,1,38
17468,2,2,2,29
17469,2,3,1,44
17470,2,2,1,32
17471,2,2,1,44
17472,2,1,1,30
17473,2,2,2,29
17474,2,3,2,46
17475,2,1,1,46
17476,2,5,2,36
17477,2,1,1,44
17478,2,2,1,30
17479,2,1,1,35
17480,2,3,1,35
17481,2,1,2,33
17482,2,2,2,33
17483,2,2,1,33
17484,2,2,1,32
17485,2,3,1,39
17486,2,3,2,41
17487,2,2,1,38
17488,2,3,2,35
17489,2,2,1,43
17490,2,1,1,48
17491,2,2,3,39
17492,2,3,2,31
17493,2,2,2,34
17494,2,1,2,35
17495,2,3,2,41
17496,2,2,1,32
17497,2,2,1,28
17498,2,2,2,28
17499,2,3,1,33
17500,2,2,1,35
17501,2,2,2,42
17502,2,1,1,37
17503,2,1,2,28
17504,2,1,2,30
17505,2,1,2,29
17506,2,2,2,33
17507,2,2,1,36
17508,2,2,1,45
17509,2,1,1,37
17510,2,2,1,43
17511,2,2,2,36
17512,2,1,2,31
17513,2,2,1,33
17514,2,2,2,46
17515,2,2,1,41
17516,2,2,1,35
17517,2,2,2,32
17518,2,2,1,36
17519,2,1,1,33
17520,2,1,2,33
17521,2,3,1,35
17522,2,6,1,47
17523,2,3,1,44
17524,2,2,1,37
17525,2,2,1,40
17526,2,2,1,41
17527,2,2,2,34
17528,2,3,1,45
17529,2,2,2,40
17530,2,3,0,41
17531,2,3,1,42
17532,2,2,1,35
17533,2,2,2,35
17534,2,2,1,43
17535,2,3,1,40
17536,2,3,1,45
17537,2,2,2,42
17538,2,2,1,37
17539,2,2,2,32
17540,2,2,1,47
17541,2,2,1,36
17542,2,2,2,37
17543,2,2,1,43
17544,2,2,1,40
17545,2,2,1,35
17546,2,3,2,48
17547,2,3,1,42
17548,2,2,1,38
17549,2,2,1,48
17550,2,2,2,35
17551,2,1,2,40
17552,2,2,1,48
17553,2,2,1,35
17554,2,2,1,46
17555,2,2,2,39
17556,2,2,2,31
17557,2,2,2,42
17558,2,1,1,39
17559,2,2,1,45
17560,2,2,1,46
17561,2,2,1,44
17562,2,1,1,35
17563,2,1,2,35
17564,2,1,2,35
17565,2,2,2,45
17566,2,2,1,40
17567,2,3,1,42
17568,2,1,1,43
17569,2,1,1,37
17570,2,2,2,34
17571,2,2,1,40
17572,2,1,2,35
17573,2,1,2,35
17574,2,2,1,46
17575,2,3,1,45
17576,2,2,1,40
17577,2,3,0,31
17578,2,1,2,31
17579,2,3,1,46
17580,2,3,1,37
17581,2,2,1,36
17582,2,2,1,42
17583,2,2,1,40
17584,2,2,1,49
17585,2,3,1,43
17586,2,3,1,39
17587,2,1,2,31
17588,2,2,2,38
17589,2,2,1,43
17590,2,1,1,45
17591,2,3,1,49
17592,2,3,1,43
17593,2,1,1,35
17594,2,3,1,44
17595,2,2,1,33
17596,2,1,1,35
17597,2,2,1,38
17598,2,1,2,29
17599,2,2,1,30
17600,2,4,1,39
17601,2,2,2,31
17602,2,2,1,32
17603,2,3,1,37
17604,2,2,1,43
17605,2,3,1,43
17606,2,2,1,43
17607,2,1,2,34
17608,2,2,1,40
17609,2,3,1,38
17610,2,2,2,36
17611,2,1,1,42
17612,2,2,1,45
17613,2,2,1,32
17614,2,1,2,30
17615,2,3,1,30
17616,2,2,1,33
17617,2,1,2,31
17618,2,1,2,31
17619,2,1,1,32
17620,2,1,2,33
17621,2,1,2,31
17622,2,1,2,31
17623,2,2,2,31
17624,2,1,1,31
17625,2,1,2,32
17626,2,1,2,33
17627,2,2,2,29
17628,2,2,1,30
17629,2,1,2,29
17630,2,2,2,30
17631,2,2,1,30
17632,2,1,2,30
17633,2,2,2,30
17634,2,1,1,30
17635,2,2,2,30
17636,2,2,1,31
17637,2,2,1,33
17638,2,1,2,29
17639,2,1,2,30
17640,2,1,2,29
17641,2,1,2,34
17642,2,2,1,35
17643,2,2,2,39
17644,2,1,1,45
17645,2,1,1,44
17646,2,3,2,38
17647,2,1,1,36
17648,2,1,1,37
17649,2,3,2,42
17650,2,2,1,47
17651,2,2,1,41
17652,2,1,1,41
17653,2,2,2,43
17654,2,2,1,46
17655,2,1,1,41
17656,2,1,1,40
17657,2,3,1,44
17658,2,2,1,40
17659,2,2,1,39
17660,2,2,1,44
17661,2,2,1,42
17662,2,2,1,49
17663,2,3,2,46
17664,2,2,1,40
17665,2,2,1,47
17666,2,2,1,48
17667,2,2,2,41
17668,2,2,2,30
17669,2,1,1,41
17670,2,2,1,44
17671,2,1,1,39
17672,2,2,1,40
17673,2,1,1,46
17674,2,2,2,35
17675,2,2,2,37
17676,2,1,1,48
17677,2,1,1,35
17678,2,1,1,47
17679,2,2,1,37
17680,2,1,2,34
17681,2,1,1,35
17682,2,1,1,47
17683,2,3,1,40
17684,2,1,2,36
17685,2,3,1,35
17686,2,2,1,35
17687,2,2,1,34
17688,2,1,1,35
17689,2,1,1,40
17690,2,1,1,41
17691,2,1,1,42
17692,2,1,1,43
17693,2,3,2,44
17694,2,2,1,42
17695,2,2,1,38
17696,2,2,1,44
17697,2,2,2,41
17698,2,2,1,41
17699,2,1,1,46
17700,2,1,1,43
17701,2,2,1,49
17702,2,2,1,43
17703,2,2,1,35
17704,2,1,1,37
17705,2,2,1,41
17706,2,1,1,34
17707,2,1,2,34
17708,2,1,2,33
17709,2,1,1,34
17710,2,1,1,34
17711,2,1,1,43
17712,2,1,1,36
17713,2,2,2,44
17714,2,1,2,30
17715,2,3,2,50
17716,2,1,1,50
17717,2,2,1,51
17718,2,2,1,50
17719,2,1,1,51
17720,2,2,1,50
17721,2,1,2,36
17722,2,1,1,50
17723,2,1,1,50
17724,2,2,1,49
17725,2,3,1,50
17726,2,2,1,53
17727,2,1,1,61
17728,2,1,2,51
17729,2,2,1,51
17730,2,2,1,51
17731,2,1,1,54
17732,2,3,1,58
17733,2,3,2,60
17734,2,2,1,56
17735,2,3,1,58
17736,2,2,1,50
17737,2,3,1,52
17738,2,2,1,53
17739,2,3,1,59
17740,2,1,1,55
17741,2,3,1,70
17742,2,3,2,63
17743,2,2,2,53
17744,2,2,2,61
17745,2,2,1,56
17746,2,1,1,56
17747,2,2,1,58
17748,2,3,1,54
17749,2,3,1,50
17750,2,3,1,52
17751,2,2,1,55
17752,2,3,1,61
17753,2,2,3,54
17754,2,3,1,55
17755,2,3,2,50
17756,2,3,2,53
17757,2,3,1,51
17758,2,2,1,54
17759,2,3,1,61
17760,2,3,2,52
17761,2,3,1,62
17762,2,2,1,55
17763,2,1,2,64
17764,2,3,1,56
17765,2,3,1,52
17766,2,2,3,56
17767,2,3,2,55
17768,2,3,2,53
17769,2,3,1,62
17770,2,1,1,53
17771,2,2,2,53
17772,2,3,2,60
17773,2,3,3,58
17774,2,3,1,58
17775,2,2,1,54
17776,2,2,1,58
17777,2,3,1,53
17778,2,3,2,55
17779,2,2,1,59
17780,2,2,1,61
17781,2,3,1,60
17782,2,1,1,66
17783,2,3,3,64
17784,2,2,1,58
17785,2,2,1,55
17786,2,1,1,62
17787,1,2,1,46
17788,1,2,1,64
17789,1,3,1,58
17790,1,2,2,27
17791,1,2,2,38
17792,1,2,2,29
17793,1,3,2,24
17794,2,2,1,51
17795,2,1,2,51
17796,2,2,1,54
17797,2,1,1,54
17798,1,3,2,23
17799,1,1,2,24
17800,1,1,2,23
17801,1,1,2,24
17802,1,2,1,23
17803,1,5,2,24
17804,1,1,2,28
17805,1,2,2,27
17806,1,2,2,30
17807,1,2,2,35
17808,1,2,2,23
17809,1,2,2,24
17810,1,2,2,24
17811,1,2,2,24
17812,1,2,2,22
17813,1,2,2,22
17814,1,2,2,24
17815,1,3,2,22
17816,1,2,2,23
17817,1,2,2,23
17818,1,2,2,24
17819,1,3,2,24
17820,1,2,2,25
17821,1,2,2,25
17822,1,2,2,25
17823,1,1,2,24
17824,1,3,2,25
17825,1,2,1,25
17826,1,2,2,25
17827,1,1,2,25
17828,1,5,2,23
17829,1,1,2,25
17830,1,2,2,25
17831,1,2,2,26
17832,1,1,2,24
17833,1,2,2,24
17834,1,2,1,25
17835,1,2,2,25
17836,1,3,2,26
17837,1,2,2,24
17838,1,3,2,25
17839,1,2,2,25
17840,1,2,2,26
17841,1,2,2,23
17842,1,2,2,23
17843,1,2,2,24
17844,1,2,2,26
17845,1,3,2,26
17846,1,2,2,22
17847,1,1,2,26
17848,1,2,2,26
17849,1,2,2,27
17850,1,1,2,27
17851,1,2,2,28
17852,1,2,2,26
17853,1,1,2,26
17854,1,2,2,26
17855,1,1,2,27
17856,1,2,2,27
17857,1,2,2,28
17858,1,1,2,25
17859,1,2,2,26
17860,1,2,2,27
17861,1,2,2,25
17862,1,2,2,28
17863,1,2,1,26
17864,1,2,2,26
17865,1,1,2,27
17866,1,2,2,28
17867,1,2,2,26
17868,1,1,2,28
17869,1,2,2,28
17870,1,1,2,28
17871,1,2,1,28
17872,1,2,2,28
17873,1,1,2,28
17874,1,1,2,29
17875,1,3,1,30
17876,1,1,2,30
17877,1,2,2,30
17878,1,2,2,27
17879,1,2,2,28
17880,1,3,2,27
17881,1,1,1,27
17882,1,2,2,27
17883,1,2,2,28
17884,1,3,2,23
17885,1,2,2,26
17886,1,1,2,26
17887,1,1,2,28
17888,1,1,2,29
17889,1,2,1,33
17890,1,2,2,29
17891,1,1,2,28
17892,1,2,2,29
17893,1,1,2,29
17894,1,1,2,30
17895,1,2,2,27
17896,1,1,2,28
17897,1,2,2,27
17898,1,1,2,27
17899,1,2,1,27
17900,1,2,2,28
17901,1,2,2,28
17902,1,3,2,28
17903,1,2,2,28
17904,1,2,1,29
17905,1,3,2,29
17906,1,2,2,30
17907,1,2,2,28
17908,1,2,2,32
17909,1,3,1,34
17910,1,2,2,25
17911,1,2,2,28
17912,1,2,1,38
17913,1,3,2,44
17914,1,1,2,33
17915,1,1,1,40
17916,1,3,1,32
17917,1,2,1,34
17918,1,2,2,32
17919,1,1,2,33
17920,1,2,2,25
17921,1,2,2,25
17922,1,2,1,29
17923,1,3,1,49
17924,1,3,1,36
17925,1,2,1,44
17926,1,2,1,38
17927,1,2,1,40
17928,1,2,1,44
17929,1,1,2,30
17930,1,2,2,31
17931,1,2,2,31
17932,1,2,2,32
17933,1,1,2,32
17934,1,1,2,34
17935,1,1,3,45
17936,1,3,1,37
17937,1,2,2,37
17938,1,1,2,35
17939,1,1,1,40
17940,1,2,2,33
17941,1,2,2,44
17942,1,2,2,32
17943,1,3,2,30
17944,1,2,1,35
17945,1,1,1,42
17946,1,2,1,45
17947,1,2,1,43
17948,1,2,2,36
17949,1,3,2,37
17950,1,3,1,49
17951,1,2,1,43
17952,1,2,1,36
17953,1,2,1,43
17954,1,3,1,46
17955,1,2,1,39
17956,1,3,2,41
17957,1,3,2,45
17958,1,2,1,39
17959,1,2,2,32
17960,1,1,2,33
17961,1,1,2,34
17962,1,1,2,32
17963,1,1,2,48
17964,1,2,2,32
17965,1,3,2,45
17966,1,1,1,49
17967,1,2,1,31
17968,1,1,2,32
17969,1,1,2,34
17970,1,2,1,34
17971,1,2,3,48
17972,1,3,1,45
17973,1,2,2,31
17974,1,1,2,33
17975,1,2,1,35
17976,1,2,1,42
17977,1,2,1,45
17978,1,2,1,38
17979,1,2,2,45
17980,1,3,2,39
17981,1,2,1,36
17982,1,3,2,44
17983,1,2,2,36
17984,1,1,1,42
17985,1,3,2,32
17986,1,1,1,33
17987,1,1,1,38
17988,1,3,2,36
17989,1,2,3,48
17990,1,2,1,46
17991,1,3,2,41
17992,1,2,1,36
17993,1,1,2,37
17994,1,3,2,42
17995,1,1,2,30
17996,1,1,2,32
17997,1,3,2,42
17998,1,1,2,32
17999,1,1,2,33
18000,1,2,2,36
18001,1,2,2,37
18002,1,2,2,39
18003,1,2,2,30
18004,1,2,2,33
18005,1,2,2,35
18006,1,2,1,39
18007,1,1,2,46
18008,1,2,2,40
18009,1,2,1,41
18010,1,3,2,43
18011,1,3,1,46
18012,1,2,2,37
18013,1,2,1,30
18014,1,1,2,37
18015,1,2,1,31
18016,1,2,1,44
18017,1,3,2,40
18018,1,3,2,46
18019,1,1,2,34
18020,1,2,1,48
18021,1,2,1,45
18022,1,3,1,44
18023,1,2,1,49
18024,1,1,1,39
18025,1,1,2,31
18026,1,3,1,47
18027,1,1,2,38
18028,1,1,1,35
18029,1,3,2,31
18030,1,2,2,33
18031,1,2,1,34
18032,1,2,1,40
18033,1,1,1,31
18034,1,2,1,32
18035,1,1,1,46
18036,1,2,2,38
18037,1,3,2,31
18038,1,2,1,42
18039,1,1,2,39
18040,1,2,1,45
18041,1,3,1,47
18042,1,2,2,40
18043,1,2,1,42
18044,1,2,2,44
18045,1,2,1,40
18046,1,1,1,33
18047,1,3,1,29
18048,1,2,2,30
18049,1,3,1,44
18050,1,2,1,40
18051,1,2,2,46
18052,1,3,1,42
18053,1,2,2,45
18054,1,1,1,39
18055,1,2,1,43
18056,1,2,2,43
18057,1,1,2,47
18058,1,2,1,35
18059,1,3,1,37
18060,1,1,2,32
18061,1,2,1,34
18062,1,2,1,31
18063,1,3,2,31
18064,1,1,1,34
18065,1,3,1,41
18066,1,1,2,40
18067,1,1,1,38
18068,1,2,2,44
18069,1,1,2,36
18070,1,2,1,29
18071,1,3,1,48
18072,1,2,2,36
18073,1,2,2,29
18074,1,3,2,34
18075,1,1,2,34
18076,1,3,1,47
18077,1,2,2,40
18078,1,2,2,32
18079,1,1,2,34
18080,1,2,2,42
18081,1,3,1,39
18082,1,2,1,41
18083,1,1,1,36
18084,1,1,2,29
18085,1,1,2,29
18086,1,2,2,33
18087,1,3,1,36
18088,1,2,1,39
18089,1,2,1,40
18090,1,2,2,32
18091,1,1,2,33
18092,1,1,1,34
18093,1,3,2,35
18094,1,3,2,40
18095,1,1,2,42
18096,1,1,1,38
18097,1,1,2,41
18098,1,1,2,49
18099,1,3,1,41
18100,1,2,2,39
18101,1,1,1,38
18102,1,2,1,40
18103,1,1,2,39
18104,1,1,2,38
18105,1,1,1,42
18106,1,3,2,33
18107,1,2,1,41
18108,1,1,2,36
18109,1,1,2,34
18110,1,3,1,43
18111,1,2,1,48
18112,1,1,2,31
18113,1,1,2,32
18114,1,1,1,36
18115,1,5,2,37
18116,1,1,2,48
18117,1,2,1,42
18118,1,3,1,42
18119,1,2,1,48
18120,1,2,2,35
18121,1,1,1,37
18122,1,1,2,38
18123,1,2,2,33
18124,1,2,2,35
18125,1,2,1,37
18126,1,1,1,33
18127,1,3,1,42
18128,1,1,2,37
18129,1,3,2,38
18130,1,2,1,40
18131,1,1,2,36
18132,1,1,1,37
18133,1,1,1,45
18134,1,1,2,36
18135,1,1,1,38
18136,1,3,2,46
18137,1,1,3,37
18138,1,1,1,33
18139,1,1,2,32
18140,1,1,2,33
18141,1,1,1,33
18142,1,1,1,42
18143,1,1,2,32
18144,1,1,2,30
18145,1,1,2,30
18146,1,2,2,31
18147,1,3,2,31
18148,1,1,2,31
18149,1,1,2,32
18150,1,1,1,32
18151,1,2,1,30
18152,1,1,1,36
18153,1,1,1,36
18154,1,1,2,31
18155,1,3,2,32
18156,1,1,2,33
18157,1,1,2,40
18158,1,1,1,35
18159,1,2,1,41
18160,1,2,1,42
18161,1,1,1,42
18162,1,2,2,32
18163,1,1,2,32
18164,1,1,1,46
18165,1,2,2,36
18166,1,2,2,42
18167,1,2,2,35
18168,1,1,1,49
18169,1,2,1,49
18170,1,3,1,38
18171,1,1,1,47
18172,1,1,2,41
18173,1,2,1,46
18174,1,2,1,45
18175,1,2,2,39
18176,1,2,1,35
18177,1,3,2,61
18178,1,2,1,44
18179,1,1,1,44
18180,1,2,2,38
18181,1,1,1,37
18182,1,2,1,48
18183,1,2,2,30
18184,1,1,1,45
18185,1,2,1,46
18186,1,2,1,44
18187,1,2,1,35
18188,1,2,1,37
18189,1,2,2,48
18190,1,3,2,36
18191,1,1,1,36
18192,1,3,1,45
18193,1,2,2,39
18194,1,2,1,45
18195,1,3,2,38
18196,1,2,1,40
18197,1,2,2,45
18198,1,2,2,33
18199,1,2,2,40
18200,1,2,1,42
18201,1,1,2,49
18202,1,1,1,42
18203,1,2,1,42
18204,1,1,2,33
18205,1,1,2,39
18206,1,1,1,43
18207,1,1,2,48
18208,1,1,2,34
18209,1,3,2,34
18210,1,2,1,36
18211,1,2,1,42
18212,1,1,1,41
18213,1,2,2,39
18214,1,1,3,50
18215,1,2,1,50
18216,1,3,1,50
18217,1,2,2,51
18218,1,2,3,52
18219,1,1,1,51
18220,1,1,1,53
18221,1,3,1,50
18222,1,2,1,49
18223,1,2,2,48
18224,1,2,1,49
18225,1,2,1,53
18226,1,2,1,53
18227,1,2,2,51
18228,1,3,1,56
18229,1,3,1,62
18230,1,2,1,54
18231,1,3,1,56
18232,1,3,1,50
18233,1,3,1,59
18234,1,3,1,57
18235,1,3,2,58
18236,1,1,1,56
18237,1,2,1,57
18238,1,1,1,51
18239,1,3,1,52
18240,1,2,1,55
18241,1,3,2,51
18242,1,2,1,50
18243,1,1,1,51
18244,1,3,2,49
18245,1,3,1,57
18246,1,1,1,79
18247,1,3,1,54
18248,1,1,1,50
18249,1,3,1,50
18250,1,2,1,47
18251,1,2,2,52
18252,1,1,2,52
18253,1,1,1,60
18254,1,1,1,55
18255,1,2,1,52
18256,1,3,1,55
18257,1,3,1,54
18258,1,2,1,66
18259,1,1,1,62
18260,1,2,1,61
18261,1,1,2,54
18262,1,1,1,58
18263,1,1,1,54
18264,1,2,1,53
18265,1,3,2,52
18266,1,3,1,51
18267,1,2,1,53
18268,1,1,1,63
18269,1,1,1,55
18270,1,1,1,62
18271,1,2,2,57
18272,1,2,3,58
18273,1,3,1,56
18274,1,2,3,47
18275,1,1,1,51
18276,1,1,1,51
18277,1,2,1,55
18278,1,3,1,58
18279,1,2,1,59
18280,1,1,1,54
18281,1,1,1,54
18282,1,3,1,54
18283,1,2,1,55
18284,1,1,1,54
18285,1,2,2,54
18286,1,2,1,57
18287,1,1,1,54
18288,1,2,1,58
18289,1,3,1,56
18290,1,1,1,69
18291,2,3,1,28
18292,2,3,1,33
18293,1,2,1,66
18294,1,1,1,57
18295,1,2,1,55
18296,1,3,2,54
18297,2,3,1,31
18298,2,2,1,47
18299,2,1,2,31
18300,2,3,1,40
18301,2,3,1,47
18302,2,1,2,31
18303,2,3,2,27
18304,2,1,2,26
18305,2,2,1,33
18306,2,1,2,23
18307,2,3,0,30
18308,2,2,2,32
18309,2,2,1,53
18310,2,2,1,28
18311,2,1,1,36
18312,2,2,2,24
18313,2,2,2,22
18314,2,2,1,22
18315,2,2,1,31
18316,2,2,2,25
18317,2,2,1,29
18318,2,2,1,25
18319,2,2,1,30
18320,2,2,2,29
18321,2,2,2,24
18322,2,1,2,32
18323,2,1,2,23
18324,2,1,2,24
18325,2,2,2,22
18326,2,1,2,29
18327,2,1,2,33
18328,2,1,2,28
18329,2,2,2,23
18330,2,2,2,23
18331,2,2,2,23
18332,2,3,1,46
18333,2,1,1,36
18334,2,2,2,24
18335,2,1,2,22
18336,2,2,2,22
18337,2,1,2,22
18338,2,2,2,22
18339,2,2,2,22
18340,2,6,2,22
18341,2,1,1,23
18342,2,2,1,21
18343,2,2,2,21
18344,2,2,2,22
18345,2,1,2,21
18346,2,1,2,22
18347,2,2,2,22
18348,2,2,2,22
18349,2,1,2,23
18350,2,3,2,23
18351,2,2,2,22
18352,2,2,2,22
18353,2,1,2,23
18354,2,2,2,23
18355,2,2,2,23
18356,2,1,2,24
18357,2,1,2,24
18358,2,1,2,22
18359,2,2,2,22
18360,2,2,2,22
18361,2,2,2,23
18362,2,2,2,22
18363,2,2,2,22
18364,2,2,2,34
18365,2,1,2,23
18366,2,2,1,23
18367,2,1,2,23
18368,2,2,2,23
18369,2,2,2,22
18370,2,1,2,22
18371,2,3,1,23
18372,2,2,2,23
18373,2,1,2,23
18374,2,2,2,23
18375,2,1,2,23
18376,2,1,2,23
18377,2,2,2,23
18378,2,1,2,23
18379,2,1,2,23
18380,2,5,1,23
18381,2,2,2,22
18382,2,2,1,28
18383,2,3,2,22
18384,2,2,2,22
18385,2,3,1,22
18386,2,3,2,23
18387,2,1,2,24
18388,2,1,2,25
18389,2,4,2,23
18390,2,1,2,23
18391,2,1,2,23
18392,2,1,2,23
18393,2,2,2,24
18394,2,1,2,24
18395,2,2,2,24
18396,2,2,2,24
18397,2,1,2,24
18398,2,2,1,23
18399,2,2,2,23
18400,2,2,2,29
18401,2,2,2,23
18402,2,2,2,23
18403,2,2,2,23
18404,2,3,2,24
18405,2,2,2,23
18406,2,1,2,23
18407,2,1,2,24
18408,2,1,2,23
18409,2,2,2,23
18410,2,2,2,25
18411,2,2,2,25
18412,2,2,2,24
18413,2,2,2,25
18414,2,5,2,22
18415,2,1,2,22
18416,2,2,2,22
18417,2,2,2,24
18418,2,2,1,24
18419,2,2,2,24
18420,2,2,2,22
18421,2,2,2,24
18422,2,2,2,25
18423,2,2,2,23
18424,2,1,2,23
18425,2,2,2,22
18426,2,2,2,23
18427,2,2,1,24
18428,2,2,1,24
18429,2,1,1,24
18430,2,2,2,24
18431,2,2,2,24
18432,2,3,1,25
18433,2,3,1,27
18434,2,1,1,23
18435,2,2,2,23
18436,2,1,2,25
18437,2,5,2,25
18438,2,3,2,26
18439,2,1,2,23
18440,2,3,2,23
18441,2,2,2,23
18442,2,2,1,25
18443,2,2,2,22
18444,2,2,2,24
18445,2,1,2,26
18446,2,2,2,24
18447,2,5,2,24
18448,2,5,1,25
18449,2,2,1,25
18450,2,2,1,26
18451,2,1,2,26
18452,2,2,2,24
18453,2,1,2,22
18454,2,1,2,26
18455,2,3,1,26
18456,2,2,2,26
18457,2,2,2,27
18458,2,2,1,27
18459,2,1,2,23
18460,2,2,2,23
18461,2,1,2,23
18462,2,2,2,24
18463,2,2,2,24
18464,2,2,2,25
18465,2,1,2,23
18466,2,1,2,23
18467,2,3,1,23
18468,2,2,1,27
18469,2,1,2,26
18470,2,1,2,26
18471,2,1,2,25
18472,2,1,2,25
18473,2,2,2,25
18474,2,2,2,25
18475,2,2,1,47
18476,2,2,2,26
18477,2,2,2,26
18478,2,2,2,25
18479,2,2,2,25
18480,2,2,2,25
18481,2,2,1,25
18482,2,1,1,25
18483,2,1,2,24
18484,2,3,1,24
18485,2,2,2,24
18486,2,2,2,26
18487,2,3,1,26
18488,2,2,2,27
18489,2,2,2,24
18490,2,2,2,26
18491,2,1,2,26
18492,2,2,2,27
18493,2,2,2,24
18494,2,2,2,25
18495,2,1,2,25
18496,2,1,2,25
18497,2,2,2,25
18498,2,1,2,26
18499,2,2,2,26
18500,2,5,1,26
18501,2,1,2,26
18502,2,2,1,26
18503,2,2,2,26
18504,2,3,1,24
18505,2,3,1,26
18506,2,2,2,27
18507,2,1,2,23
18508,2,2,1,23
18509,2,1,2,24
18510,2,1,2,25
18511,2,2,1,23
18512,2,2,2,22
18513,2,2,1,25
18514,2,2,1,24
18515,2,2,2,25
18516,2,2,2,24
18517,2,4,2,25
18518,2,2,2,25
18519,2,1,2,26
18520,2,2,2,25
18521,2,2,2,25
18522,2,2,2,25
18523,2,1,2,26
18524,2,1,2,24
18525,2,3,2,24
18526,2,2,2,22
18527,2,2,1,26
18528,2,2,2,26
18529,2,1,2,26
18530,2,1,2,26
18531,2,2,2,26
18532,2,2,1,27
18533,2,3,1,27
18534,2,2,2,27
18535,2,1,2,25
18536,2,3,0,26
18537,2,2,2,26
18538,2,2,2,23
18539,2,2,2,23
18540,2,2,1,25
18541,2,2,2,24
18542,2,2,2,24
18543,2,2,2,24
18544,2,2,2,24
18545,2,2,2,25
18546,2,2,2,25
18547,2,2,2,25
18548,2,2,2,26
18549,2,2,2,28
18550,2,1,2,27
18551,2,1,2,24
18552,2,2,2,25
18553,2,1,2,27
18554,2,1,2,25
18555,2,2,2,25
18556,2,2,1,25
18557,2,1,2,25
18558,2,2,2,25
18559,2,1,2,26
18560,2,2,2,24
18561,2,4,2,24
18562,2,2,2,25
18563,2,2,2,25
18564,2,2,1,25
18565,2,1,2,25
18566,2,1,2,26
18567,2,2,2,26
18568,2,1,2,26
18569,2,4,2,27
18570,2,2,2,27
18571,2,2,2,27
18572,2,1,2,27
18573,2,2,2,24
18574,2,2,2,24
18575,2,1,2,25
18576,2,1,2,24
18577,2,1,2,24
18578,2,2,2,25
18579,2,2,2,25
18580,2,2,2,25
18581,2,1,2,24
18582,2,1,1,26
18583,2,1,2,28
18584,2,3,1,27
18585,2,2,1,27
18586,2,3,2,27
18587,2,2,1,27
18588,2,1,2,28
18589,2,1,2,26
18590,2,3,1,24
18591,2,2,2,24
18592,2,1,2,22
18593,2,1,2,23
18594,2,2,2,25
18595,2,2,2,26
18596,2,3,2,24
18597,2,1,2,25
18598,2,1,2,26
18599,2,2,2,27
18600,2,1,2,27
18601,2,2,2,27
18602,2,1,2,25
18603,2,2,1,24
18604,2,1,2,25
18605,2,1,2,24
18606,2,1,2,24
18607,2,1,1,24
18608,2,1,2,25
18609,2,2,1,25
18610,2,1,2,25
18611,2,1,2,25
18612,2,1,2,25
18613,2,1,2,27
18614,2,1,2,27
18615,2,1,2,24
18616,2,2,2,26
18617,2,3,2,25
18618,2,5,1,25
18619,2,2,2,26
18620,2,2,2,26
18621,2,1,2,26
18622,2,1,2,26
18623,2,2,2,27
18624,2,2,2,27
18625,2,1,2,28
18626,2,3,2,26
18627,2,2,1,26
18628,2,1,2,26
18629,2,2,2,26
18630,2,1,2,26
18631,2,1,2,26
18632,2,2,2,26
18633,2,2,2,26
18634,2,1,2,27
18635,2,2,1,27
18636,2,2,2,25
18637,2,1,2,24
18638,2,2,2,24
18639,2,1,2,25
18640,2,2,2,25
18641,2,1,2,26
18642,2,3,2,26
18643,2,2,2,26
18644,2,1,2,27
18645,2,1,2,28
18646,2,2,2,27
18647,2,1,2,28
18648,2,2,1,28
18649,2,1,2,28
18650,2,1,2,29
18651,2,2,1,29
18652,2,2,1,29
18653,2,2,2,29
18654,2,1,2,29
18655,2,3,1,27
18656,2,2,2,26
18657,2,2,2,26
18658,2,2,2,27
18659,2,2,1,28
18660,2,2,1,22
18661,2,1,2,25
18662,2,1,2,27
18663,2,2,1,27
18664,2,1,2,27
18665,2,2,2,28
18666,2,2,2,22
18667,2,1,2,23
18668,2,2,1,25
18669,2,2,2,26
18670,2,2,2,26
18671,2,2,2,22
18672,2,3,1,22
18673,2,1,2,23
18674,2,2,2,22
18675,2,2,2,28
18676,2,1,2,29
18677,2,1,2,29
18678,2,2,1,29
18679,2,1,2,29
18680,2,1,1,30
18681,2,2,1,30
18682,2,1,2,27
18683,2,2,2,27
18684,2,1,2,27
18685,2,2,1,28
18686,2,2,2,28
18687,2,3,1,28
18688,2,2,2,28
18689,2,2,1,28
18690,2,2,2,25
18691,2,1,2,25
18692,2,1,2,25
18693,2,2,3,25
18694,2,1,2,25
18695,2,1,1,26
18696,2,2,2,28
18697,2,1,2,28
18698,2,1,2,28
18699,2,2,2,27
18700,2,1,2,26
18701,2,1,2,25
18702,2,2,2,25
18703,2,1,2,27
18704,2,1,2,27
18705,2,1,2,27
18706,2,2,2,27
18707,2,3,1,28
18708,2,2,1,28
18709,2,1,2,27
18710,2,2,2,26
18711,2,2,2,30
18712,2,1,2,26
18713,2,1,2,26
18714,2,1,2,25
18715,2,1,2,28
18716,2,2,1,26
18717,2,2,2,26
18718,2,1,2,26
18719,2,2,2,26
18720,2,2,2,26
